tm,MVm,PVm
3.870000000000000000e+02,1.000000000000000000e+00,3.287499999999999867e-01
3.880000000000000000e+02,1.000000000000000000e+00,3.287499999999999867e-01
3.890000000000000000e+02,1.000000000000000000e+00,3.297499999999999321e-01
3.900000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.910000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.920000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.930000000000000000e+02,1.000000000000000000e+00,3.254999999999999005e-01
3.940000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.950000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.960000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.970000000000000000e+02,1.000000000000000000e+00,3.312499999999999889e-01
3.980000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
3.990000000000000000e+02,1.000000000000000000e+00,3.337499999999998801e-01
4.000000000000000000e+02,1.000000000000000000e+00,3.377499999999999392e-01
4.010000000000000000e+02,1.000000000000000000e+00,3.352499999999999369e-01
4.020000000000000000e+02,1.000000000000000000e+00,3.337499999999998801e-01
4.030000000000000000e+02,1.000000000000000000e+00,3.359999999999999654e-01
4.040000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.050000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.060000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.070000000000000000e+02,1.000000000000000000e+00,3.377499999999999392e-01
4.080000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.090000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.100000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.110000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.120000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.130000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.140000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.150000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.160000000000000000e+02,1.000000000000000000e+00,3.384999999999999676e-01
4.170000000000000000e+02,1.000000000000000000e+00,3.377499999999999392e-01
4.180000000000000000e+02,1.000000000000000000e+00,3.344999999999999085e-01
4.190000000000000000e+02,1.000000000000000000e+00,3.327499999999998792e-01
4.200000000000000000e+02,1.000000000000000000e+00,3.327499999999998792e-01
4.210000000000000000e+02,1.000000000000000000e+00,3.337499999999998801e-01
4.220000000000000000e+02,1.000000000000000000e+00,3.337499999999998801e-01
4.230000000000000000e+02,1.000000000000000000e+00,3.319999999999998508e-01
4.240000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.250000000000000000e+02,1.000000000000000000e+00,3.312499999999999889e-01
4.260000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.270000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.280000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.290000000000000000e+02,1.000000000000000000e+00,3.312499999999999889e-01
4.300000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.310000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.320000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.330000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.340000000000000000e+02,1.000000000000000000e+00,3.297499999999999321e-01
4.350000000000000000e+02,1.000000000000000000e+00,3.287499999999999867e-01
4.360000000000000000e+02,1.000000000000000000e+00,3.279999999999999583e-01
4.370000000000000000e+02,1.000000000000000000e+00,3.254999999999999005e-01
4.380000000000000000e+02,1.000000000000000000e+00,3.297499999999999321e-01
4.390000000000000000e+02,1.000000000000000000e+00,3.297499999999999321e-01
4.400000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.410000000000000000e+02,1.000000000000000000e+00,3.297499999999999321e-01
4.420000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.430000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.440000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.450000000000000000e+02,1.000000000000000000e+00,3.287499999999999867e-01
4.460000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.470000000000000000e+02,1.000000000000000000e+00,3.304999999999999605e-01
4.480000000000000000e+02,1.000000000000000000e+00,3.272499999999999298e-01
4.490000000000000000e+02,1.000000000000000000e+00,3.287499999999999867e-01
4.500000000000000000e+02,1.000000000000000000e+00,3.264999999999999014e-01
4.510000000000000000e+02,1.000000000000000000e+00,3.240000000000000102e-01
4.520000000000000000e+02,1.000000000000000000e+00,3.287499999999999867e-01
4.530000000000000000e+02,1.000000000000000000e+00,3.254999999999999005e-01
4.540000000000000000e+02,1.000000000000000000e+00,3.279999999999999583e-01
4.550000000000000000e+02,1.000000000000000000e+00,3.279999999999999583e-01
4.560000000000000000e+02,1.000000000000000000e+00,3.254999999999999005e-01
4.570000000000000000e+02,1.000000000000000000e+00,3.279999999999999583e-01
4.580000000000000000e+02,1.000000000000000000e+00,3.279999999999999583e-01
