t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV
3.900000000000000000e+01,6.500000000000000000e+01,1.239376873181526264e+02,-5.650500207638172867e+01,-2.432685241770898177e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.141000000000000014e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+01,6.500000000000000000e+01,1.235722552621000148e+02,-5.610338838362883962e+01,-2.468866878471175141e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.153999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.100000000000000000e+01,6.500000000000000000e+01,1.229257216244684656e+02,-5.517690578556108960e+01,-2.748815838907376907e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.176999999999999957e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.200000000000000000e+01,6.499999999999998579e+01,1.226446200428895139e+02,-5.497122862725439774e+01,-2.673391415635118395e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.187000000000000099e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.300000000000000000e+01,6.500000000000000000e+01,1.217450949818369281e+02,-5.359259842434825316e+01,-3.152496557488677631e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.219000000000000128e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.400000000000000000e+01,6.500000000000000000e+01,1.217450949818369281e+02,-5.396354813913230686e+01,-2.781546842704619493e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.219000000000000128e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.500000000000000000e+01,6.500000000000000000e+01,1.209299003952580023e+02,-5.275638233292004031e+01,-3.173518062337959744e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.248000000000000043e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.600000000000000000e+01,6.500000000000000000e+01,1.208455699207843139e+02,-5.297106771393746527e+01,-2.874502206846846875e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.251000000000000156e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.700000000000000000e+01,6.500000000000000000e+01,1.199460448597317423e+02,-5.161610192724228341e+01,-3.329942932489459828e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.282999999999999829e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.800000000000000000e+01,6.499999999999998579e+01,1.196649432781528049e+02,-5.147880515434967919e+01,-3.186138123803126998e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.292999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
4.900000000000000000e+01,6.499999999999998579e+01,1.190465197986791566e+02,-5.068963546193622705e+01,-3.356884336742932184e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.314999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+01,6.500000000000000000e+01,1.190465197986791566e+02,-5.108463519137917785e+01,-2.961884607299980932e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.314999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.100000000000000000e+01,6.500000000000000000e+01,1.181188845794686415e+02,-4.968703893086126300e+01,-3.431845648607376731e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.348000000000000043e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.200000000000000000e+01,6.500000000000000000e+01,1.175847915744686816e+02,-4.908551919172910516e+01,-3.499272382739579523e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.367000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.300000000000000000e+01,6.500000000000000000e+01,1.172193595184160699e+02,-4.880940926671067359e+01,-3.409950251705399893e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.380000000000000071e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.400000000000000000e+01,6.500000000000001421e+01,1.164884954063108324e+02,-4.783492468550448251e+01,-3.653570720806348593e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.405999999999999872e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.500000000000000000e+01,6.500000000000000000e+01,1.163198344573634557e+02,-4.794735926533392956e+01,-3.372475192029527946e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.412000000000000099e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.600000000000000000e+01,6.500000000000000000e+01,1.156733008197319208e+02,-4.712720295187219222e+01,-3.546097867859729913e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.435000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.700000000000000000e+01,6.500000000000000000e+01,1.154203093963108842e+02,-4.706825345251850479e+01,-3.352055943792378034e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.444000000000000128e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.800000000000000000e+01,6.500000000000001421e+01,1.148581062331530092e+02,-4.640443233948868595e+01,-3.453673893664320982e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.464000000000000057e+01,5.000000000000000000e+01,1.000000000000000000e+00
5.900000000000000000e+01,6.500000000000000000e+01,1.144926741771003975e+02,-4.612295690614737964e+01,-3.369717270953020094e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.476999999999999957e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.000000000000000000e+01,6.500000000000000000e+01,1.136774795905214717e+02,-4.498500026436222754e+01,-3.692479326159241015e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.505999999999999872e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.100000000000000000e+01,6.499999999999998579e+01,1.134244881671004492e+02,-4.494327525969575987e+01,-3.481212907404689805e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.514999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.200000000000000000e+01,6.500000000000000000e+01,1.126936240549952117e+02,-4.397717605221620829e+01,-3.716448002779006998e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.541000000000000014e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.300000000000000000e+01,6.500000000000000000e+01,1.122438615244689117e+02,-4.356788296473665412e+01,-3.675978559732255846e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.557000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.400000000000000000e+01,6.500000000000000000e+01,1.117940989939425975e+02,-4.315382789636927896e+01,-3.640271097573319015e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.573000000000000043e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.500000000000000000e+01,6.500000000000000000e+01,1.114286669378900001e+02,-4.289430908639212703e+01,-3.534357851497872183e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.585999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.600000000000000000e+01,6.500000000000000000e+01,1.108945739328900260e+02,-4.230485181005116146e+01,-3.589722122838868046e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.605000000000000071e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.700000000000000000e+01,6.500000000000000000e+01,1.106978028257847484e+02,-4.235686078299193014e+01,-3.340942042792818256e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.612000000000000099e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.800000000000000000e+01,6.500000000000000000e+01,1.099669387136795393e+02,-4.137425610555506950e+01,-3.592682608124470711e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.637999999999999901e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.900000000000000000e+01,6.500000000000001421e+01,1.098826082392058652e+02,-4.163826397301193794e+01,-3.244344266193924575e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.641000000000000014e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.000000000000000000e+01,6.499999999999998579e+01,1.090674136526269251e+02,-4.048555487091194749e+01,-3.581858781714980733e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.669999999999999929e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.100000000000000000e+01,6.499999999999998579e+01,1.087019815965743277e+02,-4.021916276812942925e+01,-3.482818828444899317e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.682999999999999829e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.200000000000000000e+01,6.500000000000000000e+01,1.081678885915743535e+02,-3.962364096941607272e+01,-3.544247622158277711e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.701999999999999957e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.300000000000000000e+01,6.500000000000000000e+01,1.078867870099954018e+02,-3.951156111970157525e+01,-3.375225890293825248e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.712000000000000099e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.400000000000000000e+01,6.500000000000000000e+01,1.072683635305217393e+02,-3.874464111155255353e+01,-3.523722418969183590e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.733999999999999986e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.500000000000000000e+01,6.500000000000000000e+01,1.071559228978901928e+02,-3.894762189857164003e+01,-3.208300999318551838e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.737999999999999901e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.600000000000000000e+01,6.500000000000000000e+01,1.064531689439428561e+02,-3.800232217582863825e+01,-3.450846768114217422e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.762999999999999901e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.700000000000000000e+01,6.500000000000000000e+01,1.062563978368375786e+02,-3.803798988644407331e+01,-3.218407950393504358e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.769999999999999929e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.800000000000000000e+01,6.500000000000000000e+01,1.055255337247323553e+02,-3.704096679940769121e+01,-3.484566925324662279e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.796000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.900000000000000000e+01,6.500000000000000000e+01,1.054412032502586811e+02,-3.729225285068908136e+01,-3.148950399569599767e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.798999999999999844e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.000000000000000000e+01,6.500000000000000000e+01,1.046260086636797553e+02,-3.612831889014083941e+01,-3.497689773538917635e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.828000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.100000000000000000e+01,6.500000000000000000e+01,1.043449070821008320e+02,-3.601076064565217649e+01,-3.334146436448655937e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.837999999999999901e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.200000000000000000e+01,6.500000000000001421e+01,1.038108140771008436e+02,-3.539774478139373315e+01,-3.413069295707108264e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.857000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.300000000000000000e+01,6.499999999999998579e+01,1.036421531281534953e+02,-3.548187990603943121e+01,-3.160273222114066360e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.862999999999999901e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.400000000000000000e+01,6.500000000000000000e+01,1.027145179089429945e+02,-3.410762774716911849e+01,-3.606890161773873338e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.896000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.500000000000000000e+01,6.500000000000000000e+01,1.027145179089429945e+02,-3.453204530080264334e+01,-3.182472608140351156e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.896000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.600000000000000000e+01,6.500000000000000000e+01,1.020117639549956579e+02,-3.358370638858990986e+01,-3.428057566405748435e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.921000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.700000000000000000e+01,6.499999999999998579e+01,1.018149928478904087e+02,-3.361669252676914965e+01,-3.198300321121260836e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.928000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.800000000000000000e+01,6.500000000000000000e+01,1.010841287357851712e+02,-3.261730340405039641e+01,-3.466825331734774807e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.953999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.900000000000000000e+01,6.499999999999998579e+01,1.009154677868378087e+02,-3.270776392378174791e+01,-3.207703863056063476e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.960000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.000000000000000000e+01,6.499999999999998579e+01,1.001846036747325854e+02,-3.170948130225502126e+01,-3.475122372477565502e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.985999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.100000000000000000e+01,6.500000000000000000e+01,1.000159427257852087e+02,-3.180091812278191910e+01,-3.215024603003290071e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.992000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.200000000000000000e+01,6.499999999999998579e+01,9.981917161867997379e+01,-3.180883697997526127e+01,-3.010334638704714294e+00,0.000000000000000000e+00,6.550000000000000000e+01,2.998999999999999844e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.300000000000000000e+01,6.499999999999998579e+01,9.911641766473263715e+01,-3.084024284162628504e+01,-3.276174823106352996e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.023999999999999844e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.400000000000000000e+01,6.500000000000000000e+01,9.900397703210104794e+01,-3.101409506072896249e+01,-2.989881971372083669e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.028000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.500000000000000000e+01,6.500000000000000000e+01,9.818878244552213630e+01,-2.983144374807743304e+01,-3.357338697444703257e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.057000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.600000000000000000e+01,6.500000000000000000e+01,9.818878244552213630e+01,-3.022649694148764254e+01,-2.962285504034493755e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.057000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.700000000000000000e+01,6.500000000000000000e+01,9.728925738446955052e+01,-2.888186048853181020e+01,-3.407396895937739867e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.089000000000000057e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.800000000000000000e+01,6.500000000000000000e+01,9.720492690999586216e+01,-2.912406605396046899e+01,-3.080860856035393169e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.092000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.900000000000000000e+01,6.500000000000000000e+01,9.655839327236431302e+01,-2.826959590294447722e+01,-3.288797369419834915e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.114999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+02,6.500000000000000000e+01,9.638973232341695052e+01,-2.833910812958810155e+01,-3.050624193828847641e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.121000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.010000000000000000e+02,6.500000000000000000e+01,9.610863074183801302e+01,-2.816894432431322315e+01,-2.939686417524791651e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.130999999999999872e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.020000000000000000e+02,6.500000000000000000e+01,9.549020726236435053e+01,-2.735077501572735059e+01,-3.139432246636999935e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.153000000000000114e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.030000000000000000e+02,6.500000000000000000e+01,9.529343615525910138e+01,-2.734979902957267228e+01,-2.943637125686429101e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.160000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.040000000000000000e+02,6.500000000000000000e+01,9.456257204315387810e+01,-2.632044405661751085e+01,-3.242127986536366802e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.185999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.050000000000000000e+02,6.500000000000000000e+01,9.456257204315387810e+01,-2.670194057214650485e+01,-2.860631471007373250e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.185999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.060000000000000000e+02,6.500000000000000000e+01,9.402847903815390396e+01,-2.603320688610041600e+01,-2.995272152053487069e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.204999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.070000000000000000e+02,6.500000000000000000e+01,9.366304698210127810e+01,-2.569779198218197891e+01,-2.965254999919298751e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.217999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.080000000000000000e+02,6.500000000000000000e+01,9.284785239552236646e+01,-2.451224284938383846e+01,-3.335609546138527115e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.246999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.090000000000000000e+02,6.500000000000000000e+01,9.276352192104869232e+01,-2.474600130108930784e+01,-3.017520619959386252e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.250000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.100000000000000000e+02,6.500000000000000000e+01,9.222942891604871818e+01,-2.409572853450662322e+01,-3.133700381542094071e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.268999999999999773e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.110000000000000000e+02,6.500000000000000000e+01,9.186399685999609233e+01,-2.377660228033306211e+01,-3.087394579663029770e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.282000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.120000000000000000e+02,6.500000000000000000e+01,9.158289527841715483e+01,-2.361076519322866929e+01,-2.972130085188485094e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.292000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.130000000000000000e+02,6.500000000000000000e+01,9.104880227341718069e+01,-2.295515138800562482e+01,-3.093650885411557194e+00,0.000000000000000000e+00,6.550000000000000000e+01,3.310999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
